Time,Blue Intensity,Green Intensity,Red Intensity,Green Red Intensity Correlation Quotient,Green Red Pearson
0,1078.614013671875,324.5862121582031,1228.850830078125,0.7575031916300455,0.48060519100426724
0,862.5236206054688,222.1337127685547,863.6185302734375,0.7964333891868591,0.4796494971925962
0,903.7041625976562,526.881103515625,1095.669189453125,0.6573533482021756,0.28278749209307524
0,1651.9976806640625,107.27877807617188,773.3818969726562,0.8031455039978027,0.6575337210760375
0,1304.636962890625,298.3809814453125,1088.96484375,0.6390015602111816,0.2225493050393029
0,826.23681640625,159.0751953125,764.7882690429688,0.7230176244463239,0.44501569994301204
0,851.68603515625,339.57574462890625,1122.9703369140625,0.6744519233703613,0.29110849184762355
0,822.545166015625,145.9879608154297,813.4422607421875,0.706108706338065,0.4992188064380541
0.5,1096.3223876953125,357.9697570800781,646.705322265625,0.7726270130702427,0.5537222991568024
0.5,2011.5865478515625,545.0192260742188,921.1026000976562,0.6473041261945452,0.308653429817999
0.5,1481.86474609375,667.6380615234375,840.963134765625,0.7666608691215515,0.51912716490928
0.5,1636.890380859375,267.3790283203125,458.26446533203125,0.7737212710910373,0.5437631677080166
0.5,782.9822998046875,324.1435546875,726.6337280273438,0.6792909304300944,0.20057744788653895
0.5,1048.489501953125,335.5186462402344,953.9515380859375,0.779265663840554,0.37802109226409364
0.5,876.8890380859375,233.3227081298828,707.4429931640625,0.7566032409667969,0.3906805653496325
0.5,1336.31640625,288.28826904296875,785.3126220703125,0.775901460647583,0.43573256279612077
1,979.2960815429688,832.228271484375,1100.2503662109375,0.6866703987121582,0.3035725771645705
1,512.886474609375,1099.9765625,801.0892944335938,0.655937739780971,0.2953748080681592
1,710.4291381835938,177.59140014648438,653.3409423828125,0.6863906860351563,0.26542630193233585
1,839.3846435546875,340.5685729980469,730.0543823242188,0.6355213752159705,0.27494979153017945
1,1088.431396484375,352.5140380859375,805.8319091796875,0.713467025756836,0.42706955248329026
1,628.6707153320312,604.3240966796875,977.8746337890625,0.7268582857572116,0.39523782307988115
1,788.6055908203125,120.91239929199219,709.896728515625,0.7393200397491455,0.3330689854072448
1,910.0425415039062,734.705810546875,1104.1185302734375,0.6803378264109293,0.31551523837112794
1,476.77392578125,1031.48779296875,778.5682983398438,0.6574307547675239,0.30350646685128413
1.5,772.0615234375,446.9605712890625,1059.250732421875,0.6897757603571966,0.3731700203507826
1.5,1051.2518310546875,374.5708312988281,1099.06884765625,0.6743012534247504,0.29573173601369507
1.5,700.9691162109375,645.9066162109375,905.73974609375,0.6739412221041593,0.36939870584225803
1.5,1360.9898681640625,106.07681274414062,675.407958984375,0.7502351866828071,0.3892335752199257
1.5,747.8419189453125,627.1902465820312,722.7826538085938,0.6740687489509583,0.3777819482512058
1.5,778.9098510742188,453.0837707519531,954.068115234375,0.647591061062283,0.27062582293181453
1.5,796.002197265625,332.77484130859375,847.9857788085938,0.6901612281799316,0.3346297125565034
1.5,1669.904052734375,429.458251953125,854.6441650390625,0.7130693708147321,0.4382778037307294
1.5,620.1442260742188,582.0140380859375,1081.36767578125,0.6276959180831909,0.24231860648260378
1.5,926.5827026367188,274.745849609375,756.9412231445312,0.65574049949646,0.29968989894852505
1.5,1244.2325439453125,429.0622253417969,923.1025390625,0.6699069096491888,0.325962372107207
1.5,1230.2889404296875,331.5325927734375,1068.1976318359375,0.6186428070068359,0.21092233709539107
1.5,1433.1029052734375,743.270751953125,981.9569702148438,0.6592384974161783,0.3443022700640263
1.5,750.9015502929688,924.8738403320312,875.1470947265625,0.6936954498291016,0.41683266123163626
1.5,972.9357299804688,237.2758026123047,957.8184204101562,0.7136484384536743,0.3780449114939935
1.5,908.4879150390625,507.5193176269531,1103.7000732421875,0.7084689736366272,0.4058686237531908
1.5,943.6249389648438,601.7733764648438,1018.8402099609375,0.7043719658484826,0.42049552134721385
2,930.99853515625,712.198974609375,1026.553466796875,0.6704452633857727,0.3384039100673174
2,1005.0440063476562,258.3409423828125,852.1510009765625,0.7208496502467564,0.35495652675235245
2,1084.4100341796875,862.5953369140625,850.0279541015625,0.6642211278279623,0.3562994982457658
2,1596.1224365234375,540.5097045898438,917.4990234375,0.7590994040171305,0.48860123983061277
2,1143.07177734375,712.294921875,1154.247314453125,0.6986284255981445,0.3870319289134422
2,1307.9189453125,695.59716796875,1418.6275634765625,0.6723713874816895,0.33215130437570345
2,2493.643310546875,422.8612060546875,1089.1185302734375,0.769119119644165,0.5210767152398688
2.5,1199.6180419921875,754.1732177734375,780.9483642578125,0.7029659152030945,0.39322150746122486
2.5,1418.8194580078125,630.6663208007812,1012.5823364257812,0.7584804188121449,0.5434895083950949
2.5,1239.086181640625,597.38623046875,1352.205322265625,0.6856189054601333,0.36802604668129885
